Name,Status,Date,Basin
GUCHOL,Tropical Depression,September 2017,W. Pacific
Jose,Hurricane - Category 4,September 2017,Atlantic
Katia,Hurricane - Category 2,September 2017,Atlantic
TALIM,Violent Typhoon,September 2017,W. Pacific
DOKSURI,Very Strong Typhoon,September 2017,W. Pacific
OTIS,Hurricane - Category 3,September 2017,E. Pacific
Max,Hurricane - Category 2,September 2017,E. Pacific
Norma,Hurricane - Category 1,September 2017,E. Pacific
Lee,Hurricane - Category 3,September 2017,Atlantic
Maria,Hurricane - Category 5,September 2017,Atlantic
TWENTYTWO,Tropical Depression,September 2017,W. Pacific
Pilar,Tropical Storm,September 2017,E. Pacific
Ramon,Tropical Storm,October 2017,E. Pacific
Nate,Hurricane - Category 1,October 2017,Atlantic
TWENTYTHREE,Tropical Depression,October 2017,W. Pacific
Ophelia,Hurricane - Category 3,October 2017,Atlantic
KHANUN,Very Strong Typhoon,October 2017,W. Pacific
LAN,Violent Typhoon,October 2017,W. Pacific
TWENTYSIX,Tropical Depression,October 2017,W. Pacific
SAOLA,Typhoon,October 2017,W. Pacific
SELMA,Tropical Storm,October 2017,E. Pacific
Philippe,Tropical Storm,October 2017,Atlantic
DAMREY,Very Strong Typhoon,November 2017,W. Pacific
TWENTYNINE,Tropical Depression,November 2017,W. Pacific
RINA,Tropical Storm,November 2017,Atlantic
HAIKUI,Tropical Storm,November 2017,W. Pacific
KIROGI,Tropical Storm,November 2017,W. Pacific
OCKHI,Extremely Severe Cyclonic Storm,November 2017,Indian
DAHLIA,Severe Tropical Storm,November 2017,Indian
FOUR,Cyclonic Storm,December 2017,Indian
KAI-TAK,Severe Tropical Storm,December 2017,W. Pacific
TEMBIN,Typhoon,December 2017,W. Pacific
HILDA,Moderate Tropical Storm,December 2017,Indian
BOLAVEN,Tropical Depression,January 2018,W. Pacific
AVA,Intense Tropical Cyclone,January 2018,Indian
IRVING,Intense Tropical Cyclone,January 2018,Indian
JOYCE,Severe Tropical Storm,January 2018,Indian
BERGUITTA,Intense Tropical Cyclone,January 2018,Indian
CEBILE,Very Intense Tropical Cyclone,January 2018,Indian
FEHI,Tropical Cyclone - Category 2,January 2018,S. Pacific
SANBA,Tropical Storm,February 2018,W. Pacific
GITA,Tropical Cyclone - Category 5,February 2018,S. Pacific
KELVIN,Tropical Cyclone,February 2018,Indian
DUMAZILE,Intense Tropical Cyclone,March 2018,Indian
HOLA,Tropical Cyclone - Category 4,March 2018,S. Pacific
LINDA,Tropical Cyclone - Category 2,March 2018,S. Pacific
ELIAKIM,Severe Tropical Storm,March 2018,Indian
MARCUS,Very Intense Tropical Cyclone,March 2018,Indian
NORA,Tropical Cyclone - Category 4,March 2018,S. Pacific
JELAWAT,Violent Typhoon,March 2018,W. Pacific
IRIS,Tropical Cyclone - Category 2,March 2018,S. Pacific
JOSIE,Tropical Cyclone - Category 1,March 2018,S. Pacific
KENI,Tropical Cyclone - Category 3,April 2018,S. Pacific
FAKIR,Tropical Cyclone,April 2018,Indian
FLAMBOYAN,Tropical Cyclone,April 2018,Indian
TD,Tropical Depression,May 2018,E. Pacific
FOUR,Tropical Storm,May 2018,W. Pacific
SAGAR,Severe Cyclonic Storm,May 2018,Indian
MEKUNU,Extremely Severe Cyclonic Storm,May 2018,Indian
Alberto,Subtropical,May 2018,Atlantic
EWINIAR,Tropical Storm,June 2018,W. Pacific
ALETTA,Hurricane - Category 4,June 2018,E. Pacific
MALIKSI,Severe Tropical Storm,June 2018,W. Pacific
BUD,Hurricane - Category 4,June 2018,E. Pacific
SEVEN,Tropical Storm,June 2018,W. Pacific
GAEMI,Tropical Storm,June 2018,W. Pacific
CARLOTTA,Tropical Storm,June 2018,E. Pacific
Daniel,Tropical Storm,June 2018,E. Pacific
EMILIA,Tropical Storm,June 2018,E. Pacific
PRAPIROON,Typhoon,June 2018,W. Pacific
FABIO,Hurricane - Category 2,June 2018,E. Pacific
MARIA,Violent Typhoon,July 2018,W. Pacific
BERYL,Hurricane - Category 1,July 2018,Atlantic
Chris,Hurricane - Category 2,July 2018,Atlantic
SON-TINH,Tropical Storm,July 2018,W. Pacific
AMPIL,Severe Tropical Storm,July 2018,W. Pacific
THIRTEEN,Tropical Depression,July 2018,W. Pacific
WUKONG,Typhoon,July 2018,W. Pacific
JONGDARI,Very Strong Typhoon,July 2018,W. Pacific
GILMA,Tropical Storm,July 2018,E. Pacific
TD,Tropical Depression,July 2018,E. Pacific
SIXTEEN,Tropical Depression,July 2018,W. Pacific
HECTOR,Hurricane - Category 4,July 2018,E. Pacific
SHANSHAN,Very Strong Typhoon,August 2018,W. Pacific
Ileana,Tropical Storm,August 2018,E. Pacific
JOHN,Hurricane - Category 2,August 2018,E. Pacific
YAGI,Tropical Storm,August 2018,W. Pacific
KRISTY,Tropical Storm,August 2018,E. Pacific
DEBBY,Tropical Storm,August 2018,Atlantic
LEEPI,Typhoon,August 2018,W. Pacific
BEBINCA,Severe Tropical Storm,August 2018,W. Pacific
RUMBIA,Severe Tropical Storm,August 2018,W. Pacific
LANE,Hurricane - Category 5,August 2018,E. Pacific
Ernesto,Subtropical,August 2018,Atlantic
SOULIK,Violent Typhoon,August 2018,W. Pacific
CIMARON,Violent Typhoon,August 2018,W. Pacific
TWENTYFOUR,Tropical Depression,August 2018,W. Pacific
MIRIAM,Hurricane - Category 2,August 2018,E. Pacific
JEBI,Violent Typhoon,August 2018,W. Pacific
Norman,Hurricane - Category 4,August 2018,E. Pacific
FLORENCE,Hurricane - Category 4,August 2018,Atlantic
Olivia,Hurricane - Category 4,September 2018,E. Pacific
Gordon,Hurricane - Category 1,September 2018,Atlantic
MANGKHUT,Violent Typhoon,September 2018,W. Pacific
Helene,Hurricane - Category 2,September 2018,Atlantic
ISAAC,Hurricane - Category 1,September 2018,Atlantic
Paul,Tropical Storm,September 2018,E. Pacific
BARIJAT,Tropical Storm,September 2018,W. Pacific
Joyce,Tropical Storm,September 2018,Atlantic
ONE,Moderate Tropical Storm,September 2018,Indian
TD,Tropical Depression,September 2018,E. Pacific
FOUR,Cyclonic Storm,September 2018,Indian
TRAMI,Violent Typhoon,September 2018,W. Pacific
TD,Tropical Depression,September 2018,Atlantic
Kirk,Tropical Storm,September 2018,Atlantic
Leslie,Hurricane - Category 1,September 2018,Atlantic
Rosa,Hurricane - Category 4,September 2018,E. Pacific
TWENTYNINE,Tropical Depression,September 2018,W. Pacific
LIUA,Tropical Cyclone - Category 1,September 2018,S. Pacific
KONG-REY,Violent Typhoon,September 2018,W. Pacific
Sergio,Hurricane - Category 4,September 2018,E. Pacific
Walaka,Hurricane - Category 5,September 2018,W. Pacific
Michael,Hurricane - Category 4,October 2018,Atlantic
LUBAN,Very Severe Cyclonic Storm,October 2018,Indian
TITLI,Extremely Severe Cyclonic Storm,October 2018,Indian
Nadine,Tropical Storm,October 2018,Atlantic
Tara,Tropical Storm,October 2018,E. Pacific
Vicente,Tropical Storm,October 2018,E. Pacific
Willa,Hurricane - Category 5,October 2018,E. Pacific
YUTU,Violent Typhoon,October 2018,W. Pacific
Oscar,Hurricane - Category 2,October 2018,Atlantic
Xavier,Tropical Storm,November 2018,E. Pacific
ALCIDE,Intense Tropical Cyclone,November 2018,Indian
BOUCHRA,Severe Tropical Storm,November 2018,Indian
GAJA,Very Severe Cyclonic Storm,November 2018,Indian
TORAJI,Tropical Depression,November 2018,W. Pacific
USAGI,Typhoon,November 2018,W. Pacific
MAN-YI,Very Strong Typhoon,November 2018,W. Pacific
OWEN,Tropical Cyclone - Category 3,December 2018,S. Pacific
PHETHAI,Severe Cyclonic Storm,December 2018,Indian
KENANGA,Intense Tropical Cyclone,December 2018,Indian
CILIDA,Very Intense Tropical Cyclone,December 2018,Indian
THIRTYFIVE,Tropical Depression,December 2018,W. Pacific
PENNY,Tropical Cyclone - Category 2,December 2018,S. Pacific
THIRTYSIX,Tropical Depression,December 2018,W. Pacific
MONA,Tropical Cyclone - Category 2,January 2019,S. Pacific
ONE,Tropical Depression,January 2019,W. Pacific
DESMOND,Moderate Tropical Storm,January 2019,Indian
RILEY,Tropical Cyclone,January 2019,Indian
FUNANI,Intense Tropical Cyclone,February 2019,Indian
GELENA,Very Intense Tropical Cyclone,February 2019,Indian
NEIL,Tropical Cyclone - Category 1,February 2019,S. Pacific
OMA,Tropical Cyclone - Category 3,February 2019,S. Pacific
WUTIP,Violent Typhoon,February 2019,W. Pacific
POLA,Tropical Cyclone - Category 4,February 2019,S. Pacific
HALEH,Intense Tropical Cyclone,March 2019,Indian
IDAI,Intense Tropical Cyclone,March 2019,Indian
SAVANNAH,Intense Tropical Cyclone,March 2019,Indian
THREE,Tropical Depression,March 2019,W. Pacific
TREVOR,Tropical Cyclone - Category 4,March 2019,S. Pacific
VERONICA,Very Intense Tropical Cyclone,March 2019,Indian
JOANINHA,Intense Tropical Cyclone,March 2019,Indian
WALLACE,Tropical Cyclone,April 2019,Indian
KENNETH,Very Intense Tropical Cyclone,April 2019,Indian
LORNA,Tropical Cyclone,April 2019,Indian
FANI,Super Cyclonic Storm,April 2019,Indian
LILI,Moderate Tropical Storm,May 2019,Indian
ANN,Tropical Cyclone - Category 2,May 2019,S. Pacific
ANDREA,Subtropical,May 2019,Atlantic
VAYU,Extremely Severe Cyclonic Storm,June 2019,Indian
Alvin,Hurricane - Category 1,June 2019,E. Pacific
FOUR,Tropical Storm,June 2019,W. Pacific
Barbara,Hurricane - Category 4,June 2019,E. Pacific
MUN,Tropical Storm,July 2019,W. Pacific
Cosme,Tropical Storm,July 2019,E. Pacific
Barry,Hurricane - Category 1,July 2019,Atlantic
TD,Tropical Depression,July 2019,E. Pacific
DANAS,Tropical Storm,July 2019,W. Pacific
Dalila,Tropical Storm,July 2019,E. Pacific
TD,Tropical Depression,July 2019,Atlantic
NARI,Tropical Storm,July 2019,W. Pacific
Erick,Hurricane - Category 4,July 2019,E. Pacific
Flossie,Hurricane - Category 1,July 2019,E. Pacific
WIPHA,Tropical Storm,July 2019,W. Pacific
FRANCISCO,Typhoon,August 2019,W. Pacific
Gil,Tropical Storm,August 2019,E. Pacific
LEKIMA,Violent Typhoon,August 2019,W. Pacific
KROSA,Very Strong Typhoon,August 2019,W. Pacific
Henriette,Tropical Storm,August 2019,E. Pacific
Chantal,Tropical Storm,August 2019,Atlantic
BAILU,Severe Tropical Storm,August 2019,W. Pacific
Ivo,Tropical Storm,August 2019,E. Pacific
Dorian,Hurricane - Category 5,August 2019,Atlantic
PODUL,Tropical Storm,August 2019,W. Pacific
Erin,Tropical Storm,August 2019,Atlantic
JULIETTE,Hurricane - Category 3,September 2019,E. Pacific
FAXAI,Violent Typhoon,September 2019,W. Pacific
LINGLING,Violent Typhoon,September 2019,W. Pacific
KAJIKI,Tropical Depression,September 2019,W. Pacific
Fernand,Tropical Storm,September 2019,Atlantic
Gabrielle,Tropical Storm,September 2019,Atlantic
Akoni,Tropical Storm,September 2019,E. Pacific
Kiko,Hurricane - Category 4,September 2019,E. Pacific
Humberto,Hurricane - Category 3,September 2019,Atlantic
PEIPAH,Tropical Storm,September 2019,W. Pacific
JERRY,Hurricane - Category 2,September 2019,Atlantic
Mario,Tropical Storm,September 2019,E. Pacific
Lorena,Hurricane - Category 1,September 2019,E. Pacific
Imelda,Tropical Storm,September 2019,Atlantic
TAPAH,Severe Tropical Storm,September 2019,W. Pacific
Karen,Tropical Storm,September 2019,Atlantic
HIKAA,Very Severe Cyclonic Storm,September 2019,Indian
Lorenzo,Hurricane - Category 5,September 2019,Atlantic
MITAG,Very Strong Typhoon,September 2019,W. Pacific
Narda,Tropical Storm,September 2019,E. Pacific
HAGIBIS,Violent Typhoon,October 2019,W. Pacific
Melissa,Subtropical,October 2019,Atlantic
Ema,Tropical Storm,October 2019,W. Pacific
TD,Tropical Depression,October 2019,Atlantic
Tropical,Potential Tropical Cyclone,October 2019,E. Pacific
NEOGURI,Very Strong Typhoon,October 2019,W. Pacific
NESTOR,Potential Tropical Cyclone,October 2019,Atlantic
Octave,Tropical Storm,October 2019,E. Pacific
BUALOI,Violent Typhoon,October 2019,W. Pacific
Priscilla,Tropical Storm,October 2019,E. Pacific
KYARR,Super Cyclonic Storm,October 2019,Indian
Olga,Post-Tropical Cyclone,October 2019,Atlantic
Pablo,Hurricane - Category 1,October 2019,Atlantic
MATMO,Very Strong Typhoon,October 2019,W. Pacific
MAHA,Extremely Severe Cyclonic Storm,October 2019,Indian
Rebekah,Subtropical,October 2019,Atlantic
HALONG,Violent Typhoon,November 2019,W. Pacific
NAKRI,Typhoon,November 2019,W. Pacific
FENGSHEN,Violent Typhoon,November 2019,W. Pacific
KALMAEGI,Typhoon,November 2019,W. Pacific
Raymond,Tropical Storm,November 2019,E. Pacific
TD,Tropical Depression,November 2019,E. Pacific
Sebastien,Tropical Storm,November 2019,Atlantic
FUNG-WONG,Severe Tropical Storm,November 2019,W. Pacific
RITA,Tropical Cyclone - Category 3,November 2019,S. Pacific
KAMMURI,Violent Typhoon,November 2019,W. Pacific
PAWAN,Cyclonic Storm,December 2019,Indian
SEVEN,Cyclonic Storm,December 2019,Indian
BELNA,Intense Tropical Cyclone,December 2019,Indian
AMBALI,Very Intense Tropical Cyclone,December 2019,Indian
PHANFONE,Very Strong Typhoon,December 2019,W. Pacific
SARAI,Tropical Cyclone - Category 3,December 2019,S. Pacific
CALVINIA,Tropical Cyclone,December 2019,Indian
BLAKE,Severe Tropical Storm,January 2020,Indian
CLAUDIA,Tropical Cyclone,January 2020,Indian
TINO,Tropical Cyclone - Category 3,January 2020,S. Pacific
NINE,Moderate Tropical Storm,January 2020,Indian
ESAMI,Moderate Tropical Storm,January 2020,Indian
TWELVE,Tropical Cyclone - Category 1,January 2020,S. Pacific
FRANCISCO,Moderate Tropical Storm,February 2020,Indian
DAMIEN,Intense Tropical Cyclone,February 2020,Indian
UESI,Tropical Cyclone - Category 3,February 2020,S. Pacific
GABEKILE,Tropical Cyclone,February 2020,Indian
VICKY,Tropical Cyclone - Category 1,February 2020,S. Pacific
WASI,Tropical Cyclone - Category 2,February 2020,S. Pacific
ESTHER,Tropical Cyclone - Category 2,February 2020,S. Pacific
FERDINAND,Intense Tropical Cyclone,February 2020,Indian
TWENTYONE,Moderate Tropical Storm,March 2020,Indian
HEROLD,Intense Tropical Cyclone,March 2020,Indian
GRETEL,Tropical Cyclone - Category 2,March 2020,S. Pacific
IRONDRO,Intense Tropical Cyclone,April 2020,Indian
HAROLD,Tropical Cyclone - Category 5,April 2020,S. Pacific
JERUTO,Moderate Tropical Storm,April 2020,Indian
TD,Tropical Depression,April 2020,E. Pacific
VONGFONG,Violent Typhoon,May 2020,W. Pacific
AMPHAN,Super Cyclonic Storm,May 2020,Indian
Arthur,Tropical Storm,May 2020,Atlantic
MANGGA,Moderate Tropical Storm,May 2020,Indian
Bertha,Tropical Storm,May 2020,Atlantic
Amanda,Tropical Storm,May 2020,E. Pacific
Cristobal,Tropical Storm,June 2020,Atlantic
NISARGA,Very Severe Cyclonic Storm,June 2020,Indian
NURI,Tropical Storm,June 2020,W. Pacific
Dolly,Tropical Storm,June 2020,Atlantic
Boris,Tropical Storm,June 2020,E. Pacific
TD,Tropical Depression,June 2020,E. Pacific
Edouard,Tropical Storm,July 2020,Atlantic
CRISTINA,Tropical Storm,July 2020,E. Pacific
Fay,Tropical Storm,July 2020,Atlantic
TD,Tropical Depression,July 2020,E. Pacific
TD,Tropical Depression,July 2020,E. Pacific
Douglas,Hurricane - Category 4,July 2020,E. Pacific
Gonzalo,Tropical Storm,July 2020,Atlantic
Hanna,Hurricane - Category 1,July 2020,Atlantic
Isaias,Hurricane - Category 1,July 2020,Atlantic
TD,Tropical Depression,July 2020,Atlantic
HAGUPIT,Typhoon,August 2020,W. Pacific
SINLAKU,Tropical Storm,August 2020,W. Pacific
JANGMI,Tropical Storm,August 2020,W. Pacific
ELIDA,Hurricane - Category 2,August 2020,E. Pacific
SIX,Tropical Storm,August 2020,W. Pacific
MEKKHALA,Typhoon,August 2020,W. Pacific
Josephine,Tropical Storm,August 2020,Atlantic
TD,Tropical Depression,August 2020,E. Pacific
Kyle,Tropical Storm,August 2020,Atlantic
Fausto,Tropical Storm,August 2020,E. Pacific
Genevieve,Hurricane - Category 4,August 2020,E. Pacific
HIGOS,Severe Tropical Storm,August 2020,W. Pacific
Laura,Hurricane - Category 4,August 2020,Atlantic
Marco,Hurricane - Category 1,August 2020,Atlantic
BAVI,Very Strong Typhoon,August 2020,W. Pacific
Hernan,Tropical Storm,August 2020,E. Pacific
Iselle,Tropical Storm,August 2020,E. Pacific
MAYSAK,Violent Typhoon,August 2020,W. Pacific
HAISHEN,Violent Typhoon,August 2020,W. Pacific
Omar,Tropical Storm,August 2020,Atlantic
Nana,Hurricane - Category 1,September 2020,Atlantic
Julio,Tropical Storm,September 2020,E. Pacific
Paulette,Hurricane - Category 2,September 2020,Atlantic
Rene,Tropical Storm,September 2020,Atlantic
TWELVE,Tropical Depression,September 2020,W. Pacific
Sally,Hurricane - Category 2,September 2020,Atlantic
Teddy,Hurricane - Category 4,September 2020,Atlantic
Karina,Tropical Storm,September 2020,E. Pacific
Vicky,Tropical Storm,September 2020,Atlantic
NOUL,Severe Tropical Storm,September 2020,W. Pacific
Beta,Tropical Storm,September 2020,Atlantic
Wilfred,Tropical Storm,September 2020,Atlantic
Alpha,Subtropical,September 2020,Atlantic
DOLPHIN,Severe Tropical Storm,September 2020,W. Pacific
Lowell,Tropical Storm,September 2020,E. Pacific
KUJIRA,Typhoon,September 2020,W. Pacific
Marie,Hurricane - Category 4,September 2020,E. Pacific
Gamma,Tropical Storm,October 2020,Atlantic
CHAN-HOM,Typhoon,October 2020,W. Pacific
Delta,Hurricane - Category 4,October 2020,Atlantic
Norbert,Tropical Storm,October 2020,E. Pacific
LINFA,Tropical Storm,October 2020,W. Pacific
NANGKA,Severe Tropical Storm,October 2020,W. Pacific
SAUDEL,Very Strong Typhoon,October 2020,W. Pacific
Epsilon,Hurricane - Category 3,October 2020,Atlantic
TWENTY,Tropical Depression,October 2020,W. Pacific
MOLAVE,Violent Typhoon,October 2020,W. Pacific
Zeta,Hurricane - Category 2,October 2020,Atlantic
GONI,Violent Typhoon,October 2020,W. Pacific
ATSANI,Severe Tropical Storm,October 2020,W. Pacific
Eta,Hurricane - Category 4,October 2020,Atlantic
Odalys,Tropical Storm,November 2020,E. Pacific
ETAU,Tropical Storm,November 2020,W. Pacific
VAMCO,Violent Typhoon,November 2020,W. Pacific
Theta,Tropical Storm,November 2020,Atlantic
Iota,Hurricane - Category 5,November 2020,Atlantic
ALICIA,Tropical Cyclone,November 2020,Indian
Polo,Tropical Storm,November 2020,E. Pacific
GATI,Extremely Severe Cyclonic Storm,November 2020,Indian
NIVAR,Very Severe Cyclonic Storm,November 2020,Indian
BUREVI,Cyclonic Storm,December 2020,Indian
BONGOYO,Severe Tropical Storm,December 2020,Indian
THREE,Moderate Tropical Storm,December 2020,Indian
FOUR,Tropical Cyclone - Category 1,December 2020,S. Pacific
YASA,Tropical Cyclone - Category 5,December 2020,S. Pacific
ZAZU,Tropical Cyclone - Category 2,December 2020,S. Pacific
KROVANH,Tropical Depression,December 2020,W. Pacific
CHALANE,Severe Tropical Storm,December 2020,Indian
DANILO,Tropical Cyclone,January 2021,Indian
IMOGEN,Tropical Cyclone - Category 1,January 2021,S. Pacific
JOSHUA,Moderate Tropical Storm,January 2021,Indian
KIMI,Tropical Cyclone - Category 2,January 2021,S. Pacific
ELOISE,Tropical Cyclone,January 2021,Indian
FOURTEEN,Moderate Tropical Storm,January 2021,Indian
THIRTEEN,Moderate Tropical Storm,January 2021,Indian
ANA,Tropical Cyclone - Category 3,January 2021,S. Pacific
BINA,Tropical Cyclone - Category 1,January 2021,S. Pacific
LUCAS,Tropical Cyclone - Category 3,January 2021,S. Pacific
EIGHTEEN,Moderate Tropical Storm,January 2021,Indian
FARAJI,Very Intense Tropical Cyclone,February 2021,Indian
TWENTY,Tropical Cyclone - Category 1,February 2021,S. Pacific
DUJUAN,Tropical Storm,February 2021,W. Pacific
GUAMBE,Tropical Cyclone,February 2021,Indian
MARIAN,Intense Tropical Cyclone,February 2021,Indian
NIRAN,Tropical Cyclone - Category 5,March 2021,S. Pacific
HABANA,Very Intense Tropical Cyclone,March 2021,Indian
IMAN,Moderate Tropical Storm,March 2021,Indian
SEROJA,Tropical Cyclone,April 2021,Indian
ODETTE,Severe Tropical Storm,April 2021,Indian
TWENTYEIGHT,Tropical Cyclone - Category 1,April 2021,S. Pacific
SURIGAE,Violent Typhoon,April 2021,W. Pacific
JOBO,Severe Tropical Storm,April 2021,Indian
Andres,Tropical Storm,May 2021,E. Pacific
THREE,Tropical Storm,May 2021,W. Pacific
TAUKTAE,Super Cyclonic Storm,May 2021,Indian
Ana,Subtropical,May 2021,Atlantic
YAAS,Very Severe Cyclonic Storm,May 2021,Indian
CHOI-WAN,Severe Tropical Storm,May 2021,W. Pacific
Blanca,Tropical Storm,May 2021,E. Pacific
KOGUMA,Tropical Storm,June 2021,W. Pacific
Carlos,Tropical Storm,June 2021,E. Pacific
Bill,Tropical Storm,June 2021,Atlantic
Claudette,Potential Tropical Cyclone,June 2021,Atlantic
Dolores,Tropical Storm,June 2021,E. Pacific
CHAMPI,Typhoon,June 2021,W. Pacific
Enrique,Hurricane - Category 1,June 2021,E. Pacific
Danny,Tropical Storm,June 2021,Atlantic
Elsa,Hurricane - Category 1,June 2021,Atlantic
SEVEN,Tropical Depression,July 2021,W. Pacific
EIGHT,Tropical Depression,July 2021,W. Pacific
Felicia,Hurricane - Category 4,July 2021,E. Pacific
IN-FA,Very Strong Typhoon,July 2021,W. Pacific
Guillermo,Tropical Storm,July 2021,E. Pacific
CEMPAKA,Typhoon,July 2021,W. Pacific
NEPARTAK,Tropical Storm,July 2021,W. Pacific
Hilda,Hurricane - Category 1,July 2021,E. Pacific
Jimena,Tropical Storm,July 2021,E. Pacific
Ignacio,Tropical Storm,August 2021,E. Pacific
TWELVE,Tropical Depression,August 2021,W. Pacific
LUPIT,Severe Tropical Storm,August 2021,W. Pacific
MIRINAE,Severe Tropical Storm,August 2021,W. Pacific
NIDA,Severe Tropical Storm,August 2021,W. Pacific
Kevin,Tropical Storm,August 2021,E. Pacific
Fred,Tropical Storm,August 2021,Atlantic
Linda,Hurricane - Category 4,August 2021,E. Pacific
OMAIS,Severe Tropical Storm,August 2021,W. Pacific
Grace,Hurricane - Category 3,August 2021,Atlantic
Henri,Hurricane - Category 1,August 2021,Atlantic
Marty,Tropical Storm,August 2021,E. Pacific
Nora,Hurricane - Category 1,August 2021,E. Pacific
Ida,Hurricane - Category 4,August 2021,Atlantic
Kate,Tropical Storm,August 2021,Atlantic
Julian,Tropical Storm,August 2021,Atlantic
Larry,Hurricane - Category 3,August 2021,Atlantic
SEVENTEEN,Tropical Depression,September 2021,W. Pacific
CONSON,Severe Tropical Storm,September 2021,W. Pacific
CHANTHU,Violent Typhoon,September 2021,W. Pacific
Olaf,Hurricane - Category 2,September 2021,E. Pacific
Mindy,Tropical Storm,September 2021,Atlantic
Nicholas,Hurricane - Category 1,September 2021,Atlantic
ODETTE,Tropical Storm,September 2021,Atlantic
Peter,Tropical Storm,September 2021,Atlantic
Rose,Tropical Storm,September 2021,Atlantic
MINDULLE,Violent Typhoon,September 2021,W. Pacific
DIANMU,Tropical Storm,September 2021,W. Pacific
Sam,Hurricane - Category 4,September 2021,Atlantic
SHAHEEN-GULAB,Very Severe Cyclonic Storm,September 2021,Indian
Teresa,Subtropical,September 2021,Atlantic
Victor,Tropical Storm,September 2021,Atlantic
LIONROCK,Tropical Storm,October 2021,W. Pacific
NAMTHEUN,Typhoon,October 2021,W. Pacific
KOMPASU,Severe Tropical Storm,October 2021,W. Pacific
Pamela,Hurricane - Category 1,October 2021,E. Pacific
Rick,Hurricane - Category 2,October 2021,E. Pacific
MALOU,Very Strong Typhoon,October 2021,W. Pacific
TWENTYSIX,Tropical Depression,October 2021,W. Pacific
Wanda,Subtropical,October 2021,Atlantic
Terry,Tropical Storm,November 2021,E. Pacific
Sandra,Tropical Storm,November 2021,E. Pacific
FOUR,Cyclonic Storm,November 2021,Indian
PADDY,Moderate Tropical Storm,November 2021,Indian
NYATOH,Violent Typhoon,November 2021,W. Pacific
TERATAI,Moderate Tropical Storm,December 2021,Indian
JAWAD,Cyclonic Storm,December 2021,Indian
RUBY,Tropical Cyclone - Category 3,December 2021,S. Pacific
RAI,Violent Typhoon,December 2021,W. Pacific
TWENTYNINE,Tropical Depression,December 2021,W. Pacific
SETH,Tropical Cyclone - Category 2,December 2021,S. Pacific
CODY,Tropical Cyclone - Category 2,January 2022,S. Pacific
TIFFANY,Tropical Cyclone - Category 3,January 2022,S. Pacific
ANA,Moderate Tropical Storm,January 2022,Indian
BATSIRAI,Very Intense Tropical Cyclone,January 2022,Indian
NINE,Tropical Cyclone - Category 1,January 2022,S. Pacific
CLIFF,Moderate Tropical Storm,February 2022,Indian
DOVI,Tropical Cyclone - Category 4,February 2022,S. Pacific
DUMAKO,Severe Tropical Storm,February 2022,Indian
EMNATI,Intense Tropical Cyclone,February 2022,Indian
VERNON,Intense Tropical Cyclone,February 2022,Indian
ANIKA,Severe Tropical Storm,February 2022,Indian
SEVENTEEN,Moderate Tropical Storm,March 2022,Indian
EVA,Tropical Cyclone - Category 1,March 2022,S. Pacific
ONE,Cyclonic Storm,March 2022,Indian
GOMBE,Intense Tropical Cyclone,March 2022,Indian
BILLY,Severe Tropical Storm,March 2022,Indian
CHARLOTTE,Intense Tropical Cyclone,March 2022,Indian
HALIMA,Very Intense Tropical Cyclone,March 2022,Indian
ONE,Tropical Depression,March 2022,W. Pacific
FILI,Tropical Cyclone - Category 2,April 2022,S. Pacific
MALAKAS,Violent Typhoon,April 2022,W. Pacific
MEGI,Tropical Storm,April 2022,W. Pacific
JASMINE,Severe Tropical Storm,April 2022,Indian
ASANI,Very Severe Cyclonic Storm,May 2022,Indian
KARIM,Severe Tropical Storm,May 2022,Indian
GINA,Tropical Cyclone - Category 1,May 2022,S. Pacific
Agatha,Hurricane - Category 2,May 2022,E. Pacific
Alex,Tropical Storm,June 2022,Atlantic
Blas,Hurricane - Category 1,June 2022,E. Pacific
Celia,Tropical Storm,June 2022,E. Pacific
Bonnie,Tropical Storm,June 2022,Atlantic
CHABA,Typhoon,June 2022,W. Pacific
AERE,Tropical Storm,June 2022,W. Pacific
Colin,Tropical Storm,July 2022,Atlantic
Bonnie,Hurricane - Category 3,July 2022,E. Pacific
Darby,Hurricane - Category 4,July 2022,E. Pacific
Estelle,Hurricane - Category 1,July 2022,E. Pacific
Frank,Hurricane - Category 1,July 2022,E. Pacific
Georgette,Tropical Storm,July 2022,E. Pacific
ONE,Moderate Tropical Storm,July 2022,Indian
SONGDA,Tropical Depression,July 2022,W. Pacific
TRASES,Tropical Depression,August 2022,W. Pacific
EIGHT,Tropical Depression,August 2022,W. Pacific
Howard,Hurricane - Category 1,August 2022,E. Pacific
MEARI,Tropical Storm,August 2022,W. Pacific
THREE,Cyclonic Storm,August 2022,Indian
Ivette,Tropical Storm,August 2022,E. Pacific
FOUR,Cyclonic Storm,August 2022,Indian
Tropical,Potential Tropical Cyclone,August 2022,Atlantic
MA-ON,Severe Tropical Storm,August 2022,W. Pacific
TOKAGE,Very Strong Typhoon,August 2022,W. Pacific
HINNAMNOR,Violent Typhoon,August 2022,W. Pacific
THIRTEEN,Tropical Depression,August 2022,W. Pacific
Danielle,Hurricane - Category 1,September 2022,Atlantic
JAVIER,Tropical Storm,September 2022,E. Pacific
Earl,Hurricane - Category 2,September 2022,Atlantic
KAY,Hurricane - Category 2,September 2022,E. Pacific
MUIFA,Violent Typhoon,September 2022,W. Pacific
